,Date,Open,High,Low,Close,Volume
877,2020-09-17,16.35,16.4,16.15,16.2,"34,016"
878,2020-09-16,17.35,17.35,16.35,16.35,"45,019"
879,2020-09-15,16.4,16.6,16.35,16.45,"29,987"
880,2020-09-14,16.5,16.8,16.05,16.35,"145,383"
881,2020-09-11,16.7,16.75,16.4,16.5,"44,299"
882,2020-09-10,16.35,16.9,16.3,16.55,"71,098"
883,2020-09-09,16.5,16.6,16.05,16.35,"119,333"
884,2020-09-08,17.0,17.1,16.85,16.9,"47,439"
885,2020-09-07,17.2,17.2,16.95,17.0,"60,155"
886,2020-09-04,17.35,17.35,16.95,17.2,"111,014"
887,2020-09-03,17.45,17.55,17.25,17.35,"66,657"
888,2020-09-02,17.4,17.45,17.3,17.4,"16,113"
889,2020-09-01,17.6,17.8,17.15,17.35,"40,796"
890,2020-08-31,18.4,18.65,17.35,17.7,"811,155"
891,2020-08-28,17.85,18.2,17.8,17.85,"173,837"
892,2020-08-27,17.75,18.15,17.6,17.75,"202,766"
893,2020-08-26,17.75,17.9,17.6,17.7,"45,660"
894,2020-08-25,17.85,18.05,17.7,17.75,"60,781"
895,2020-08-24,17.9,18.15,17.7,17.8,"140,990"
896,2020-08-21,18.2,18.4,17.8,17.9,"196,348"
897,2020-08-20,17.9,17.9,17.65,17.7,"51,906"
898,2020-08-19,17.9,18.05,17.75,17.9,"192,937"
899,2020-08-18,17.8,17.9,17.6,17.75,"49,693"
900,2020-08-17,17.7,17.85,17.5,17.6,"127,441"
901,2020-08-14,18.15,18.15,17.6,17.7,"75,607"
902,2020-08-13,18.5,18.5,17.9,17.9,"115,756"
903,2020-08-12,18.5,18.9,18.0,18.2,"208,386"
904,2020-08-11,18.2,19.0,17.85,18.15,"349,712"
905,2020-08-10,17.75,17.9,17.65,17.8,"159,163"
906,2020-08-07,17.2,17.65,17.15,17.55,"209,100"
907,2020-08-06,17.65,17.65,17.2,17.35,"81,558"
908,2020-08-05,17.55,17.75,17.45,17.5,"39,715"
909,2020-08-04,17.8,17.9,17.1,17.55,"197,983"
910,2020-08-03,17.95,18.1,17.35,17.75,"171,670"
911,2020-07-31,18.85,18.85,17.8,17.95,"145,187"
912,2020-07-30,19.0,19.4,18.4,18.5,"1,145,999"
913,2020-07-29,16.6,18.05,16.6,17.6,"303,665"
914,2020-07-28,16.75,17.05,16.65,16.85,"57,035"
915,2020-07-27,17.15,17.25,16.75,16.85,"111,587"
916,2020-07-24,17.5,17.65,17.15,17.4,"223,023"
917,2020-07-23,17.45,17.85,17.45,17.7,"79,184"
918,2020-07-22,18.45,18.85,17.55,17.85,"282,829"
919,2020-07-21,19.0,19.7,18.25,18.4,"729,107"
920,2020-07-20,16.7,17.15,16.7,16.85,"144,696"
921,2020-07-17,15.9,16.9,15.9,16.7,"106,695"
922,2020-07-16,16.35,16.35,16.05,16.25,"40,960"
923,2020-07-15,16.75,16.9,16.3,16.35,"65,513"
924,2020-07-14,16.85,17.2,16.4,16.65,"99,359"
925,2020-07-13,17.35,17.65,17.15,17.25,"60,793"
926,2020-07-10,17.85,17.85,17.4,17.45,"122,873"
927,2020-07-09,17.95,18.25,17.6,17.75,"179,409"
928,2020-07-08,17.45,18.3,17.3,17.6,"626,255"
929,2020-07-07,17.15,17.7,17.15,17.45,"78,459"
930,2020-07-06,17.5,17.8,17.35,17.55,"259,502"
931,2020-07-03,17.95,17.95,17.35,17.65,"163,157"
932,2020-07-02,18.0,18.2,17.35,17.8,"291,705"
933,2020-07-01,17.3,18.3,17.3,17.85,"309,470"
934,2020-06-30,19.0,19.0,16.82,17.97,"1,080,807"
935,2020-06-29,19.98,21.6,19.51,20.27,"861,895"
936,2020-06-26,17.8,20.4,17.39,19.79,"933,705"
937,2020-06-25,17.6,17.83,16.67,17.23,"184,210"
938,2020-06-24,17.7,18.28,17.35,17.44,"211,972"
939,2020-06-23,16.81,17.59,16.6,17.38,"300,380"
940,2020-06-22,16.68,16.97,16.5,16.81,"99,360"
941,2020-06-19,17.0,17.0,16.43,16.53,"80,026"
942,2020-06-18,16.4,16.5,15.8,16.39,"73,767"
943,2020-06-17,16.94,16.94,15.7,16.24,"79,333"
944,2020-06-16,16.54,17.1,16.1,16.51,"305,696"
945,2020-06-15,16.85,16.85,15.85,16.3,"119,478"
946,2020-06-12,16.0,16.22,15.28,16.14,"96,213"
947,2020-06-11,16.0,17.0,16.0,16.22,"110,444"
948,2020-06-10,16.5,17.32,15.8,16.64,"137,492"
949,2020-06-09,16.96,17.0,15.52,15.99,"63,961"
950,2020-06-08,17.3,17.34,16.7,16.76,"215,418"
951,2020-06-05,16.5,16.72,16.1,16.47,"141,186"
952,2020-06-04,16.6,16.6,15.69,15.94,"143,499"
953,2020-06-03,15.25,16.77,15.24,15.97,"386,540"
954,2020-06-02,14.62,15.1,14.46,14.84,"112,950"
955,2020-06-01,13.55,14.64,13.55,14.29,"142,441"
956,2020-05-29,13.4,13.5,13.15,13.45,"51,283"
957,2020-05-28,13.4,13.75,13.35,13.4,"41,121"
958,2020-05-27,13.15,13.45,13.05,13.3,"47,201"
959,2020-05-26,13.45,13.55,13.0,13.2,"40,810"
960,2020-05-22,13.75,14.0,13.4,13.5,"32,043"
961,2020-05-21,13.8,14.0,13.5,13.7,"27,185"
962,2020-05-20,13.9,13.95,13.65,13.7,"10,601"
963,2020-05-19,14.25,14.25,13.65,13.75,"45,312"
964,2020-05-18,14.75,14.75,14.1,14.2,"34,427"
965,2020-05-15,15.15,15.15,14.75,14.9,"12,820"
966,2020-05-14,15.1,15.1,14.75,14.85,"15,758"
967,2020-05-13,15.0,15.5,14.9,15.1,"47,456"
968,2020-05-12,14.5,14.65,14.1,14.55,"26,185"
969,2020-05-11,15.0,15.1,14.65,14.7,"17,139"
970,2020-05-08,14.6,14.95,14.6,14.75,"22,535"
971,2020-05-07,14.45,15.2,14.25,14.6,"27,862"
972,2020-05-06,14.7,14.7,14.25,14.45,"31,187"
973,2020-05-05,15.7,15.7,14.65,14.7,"35,960"
974,2020-05-04,15.65,15.65,15.0,15.05,"32,428"
975,2020-04-30,15.87,16.23,15.57,15.61,"39,140"
976,2020-04-29,16.0,16.05,15.12,15.66,"38,324"
977,2020-04-28,15.18,15.39,15.01,15.17,"47,583"
978,2020-04-27,15.75,15.75,15.05,15.15,"45,238"
979,2020-04-24,15.85,15.94,15.15,15.25,"56,385"
980,2020-04-23,16.95,16.95,15.8,15.94,"60,840"
981,2020-04-22,17.0,17.3,15.47,16.35,"155,969"
982,2020-04-21,18.7,18.7,16.09,16.84,"451,249"
983,2020-04-20,13.51,15.9,13.35,15.9,"387,456"
984,2020-04-17,13.03,13.45,13.0,13.25,"56,354"
985,2020-04-16,12.5,12.95,12.4,12.85,"29,899"
986,2020-04-15,12.72,12.98,12.51,12.69,"37,814"
987,2020-04-13,12.99,13.51,12.54,12.72,"46,460"
988,2020-04-09,12.41,13.02,12.4,12.9,"84,692"
989,2020-04-08,12.95,12.95,12.12,12.43,"45,369"
990,2020-04-07,13.35,13.35,12.1,12.24,"30,768"
991,2020-04-03,12.25,12.39,12.01,12.12,"19,571"
992,2020-04-01,12.2,12.54,12.05,12.23,"14,126"
993,2020-03-31,12.9,12.9,12.05,12.2,"13,456"
994,2020-03-30,12.05,12.2,11.75,12.15,"27,529"
995,2020-03-27,12.5,13.1,12.0,12.4,"86,368"
996,2020-03-26,11.6,12.45,11.45,12.1,"44,140"
997,2020-03-25,11.1,11.85,11.0,11.6,"35,250"
998,2020-03-24,11.95,12.15,11.05,11.45,"46,566"
999,2020-03-23,12.0,12.95,11.0,11.55,"64,552"
1000,2020-03-20,12.35,12.7,12.05,12.45,"73,752"
1001,2020-03-19,12.75,12.75,11.75,12.15,"104,210"
1002,2020-03-18,14.0,14.0,12.75,12.9,"55,146"
1003,2020-03-17,13.5,13.65,13.05,13.1,"82,318"
1004,2020-03-16,12.1,13.85,11.5,12.95,"194,896"
1005,2020-03-13,13.0,13.1,10.2,12.05,"400,884"
1006,2020-03-12,13.4,13.4,12.5,12.65,"124,734"
1007,2020-03-11,14.65,14.65,13.55,13.85,"92,205"
1008,2020-03-09,14.9,14.9,13.8,13.95,"71,892"
1009,2020-03-06,14.3,15.3,14.1,14.8,"82,372"
1010,2020-03-05,15.65,15.9,15.0,15.6,"108,668"
1011,2020-03-04,15.6,15.6,14.75,15.0,"69,233"
1012,2020-03-03,15.65,15.8,15.2,15.3,"29,539"
1013,2020-03-02,16.0,16.15,15.1,15.3,"33,726"
1014,2020-02-28,16.0,16.0,15.25,15.65,"42,824"
1015,2020-02-27,16.1,16.3,15.9,16.1,"16,662"
1016,2020-02-26,16.35,16.35,16.1,16.2,"22,489"
1017,2020-02-25,16.85,16.9,16.3,16.35,"31,360"
1018,2020-02-24,16.95,16.95,16.6,16.65,"28,046"
1019,2020-02-20,17.0,17.1,16.85,16.95,"35,106"
1020,2020-02-19,16.7,17.15,16.55,16.9,"36,044"
1021,2020-02-18,16.75,16.75,16.3,16.5,"46,331"
1022,2020-02-17,17.15,17.3,16.65,16.7,"28,389"
1023,2020-02-14,17.5,17.65,17.1,17.15,"33,339"
1024,2020-02-13,18.25,18.25,17.45,17.5,"19,076"
1025,2020-02-12,17.95,17.95,17.6,17.7,"21,750"
1026,2020-02-11,17.75,18.0,17.65,17.7,"19,310"
1027,2020-02-10,18.0,18.0,17.65,17.75,"25,668"
1028,2020-02-07,18.1,18.25,17.95,18.1,"30,919"
1029,2020-02-06,17.6,18.25,17.6,18.1,"46,710"
1030,2020-02-05,17.7,18.05,17.65,17.85,"39,233"
1031,2020-02-04,18.2,18.2,17.55,17.7,"68,097"
1032,2020-02-03,17.7,17.85,17.35,17.5,"49,460"
1033,2020-01-31,18.65,18.8,17.85,18.0,"88,956"
1034,2020-01-30,19.35,19.35,18.3,18.4,"62,278"
1035,2020-01-29,19.9,19.9,19.0,19.05,"107,686"
1036,2020-01-28,20.15,20.5,18.7,19.35,"468,537"
1037,2020-01-27,19.3,20.45,19.25,20.1,"133,865"
1038,2020-01-24,19.0,19.4,19.0,19.25,"56,830"
1039,2020-01-23,18.65,19.45,18.5,19.0,"78,144"
1040,2020-01-22,18.4,18.7,18.05,18.55,"74,039"
1041,2020-01-21,18.05,18.15,18.0,18.15,"15,594"
1042,2020-01-20,18.0,18.2,17.65,18.0,"71,724"
1043,2020-01-17,17.85,18.15,17.8,17.9,"54,394"
1044,2020-01-16,18.1,18.4,17.95,18.05,"51,728"
1045,2020-01-15,17.95,18.0,17.85,17.95,"20,517"
1046,2020-01-14,17.85,18.0,17.85,17.9,"63,581"
1047,2020-01-13,17.65,17.95,17.65,17.95,"38,950"
1048,2020-01-10,18.05,18.05,17.55,17.75,"32,631"
1049,2020-01-09,17.75,18.05,17.75,17.85,"44,594"
1050,2020-01-08,17.8,17.95,17.65,17.7,"38,537"
1051,2020-01-07,18.25,18.25,17.9,18.0,"32,733"
1052,2020-01-06,18.2,18.2,17.75,17.85,"96,592"
1053,2020-01-03,18.25,18.25,18.05,18.15,"46,845"
1054,2020-01-02,18.05,18.3,18.0,18.2,"51,791"
1055,2020-01-01,18.0,18.1,17.9,18.0,"39,840"
1056,2019-12-31,17.85,18.0,17.8,17.9,"61,889"
1057,2019-12-30,18.05,18.1,17.6,17.95,"79,197"
1058,2019-12-27,18.0,18.5,17.8,17.95,"148,733"
1059,2019-12-26,18.35,18.35,17.45,17.85,"93,618"
1060,2019-12-24,18.2,18.2,17.8,17.9,"46,353"
1061,2019-12-23,18.35,18.4,17.9,18.05,"94,261"
1062,2019-12-20,18.55,18.85,18.25,18.35,"198,492"
1063,2019-12-19,18.5,18.7,18.35,18.4,"81,646"
1064,2019-12-18,19.0,19.0,18.3,18.4,"59,869"
1065,2019-12-17,19.0,19.15,18.85,18.9,"73,303"
1066,2019-12-16,20.0,20.0,18.75,18.85,"56,086"
1067,2019-12-13,19.0,19.4,18.75,19.15,"150,610"
1068,2019-12-12,19.0,19.0,18.3,18.45,"77,104"
1069,2019-12-11,18.2,19.0,18.1,18.25,"68,201"
1070,2019-12-10,19.3,19.6,18.8,18.85,"78,140"
1071,2019-12-09,19.65,19.9,19.35,19.4,"56,759"
1072,2019-12-06,21.0,21.2,18.95,19.75,"192,623"
1073,2019-12-05,21.15,21.3,20.7,20.95,"119,933"
1074,2019-12-04,20.1,21.45,20.1,21.0,"93,999"
1075,2019-12-03,21.0,21.4,20.55,21.0,"181,854"
1076,2019-12-02,22.1,22.15,20.75,20.9,"131,150"
1077,2019-11-29,22.5,22.8,21.85,22.1,"88,950"
1078,2019-11-28,22.25,22.95,22.1,22.5,"121,051"
1079,2019-11-27,22.15,22.55,21.9,22.1,"43,865"
1080,2019-11-26,22.35,22.75,21.8,22.15,"72,248"
1081,2019-11-25,22.85,22.85,22.15,22.3,"69,751"
1082,2019-11-22,21.6,22.75,21.3,22.45,"92,479"
1083,2019-11-21,21.85,22.8,21.7,21.8,"110,684"
1084,2019-11-20,23.9,23.9,21.4,21.95,"233,023"
1085,2019-11-19,20.95,23.8,20.65,22.75,"506,493"
1086,2019-11-18,22.5,22.5,20.85,20.95,"101,025"
1087,2019-11-15,19.3,21.5,19.15,21.0,"207,221"
1088,2019-11-14,19.5,19.8,19.15,19.3,"28,967"
1089,2019-11-13,20.45,20.45,19.7,19.9,"58,347"
1090,2019-11-11,20.25,20.6,19.85,20.4,"72,011"
1091,2019-11-08,20.7,20.9,20.25,20.35,"65,783"
1092,2019-11-07,21.25,21.25,20.25,20.7,"93,777"
1093,2019-11-06,22.2,22.2,20.65,21.25,"103,783"
1094,2019-11-05,23.5,23.5,22.1,22.2,"117,714"
1095,2019-11-04,24.4,25.8,23.05,23.2,"273,959"
1096,2019-11-01,23.8,24.6,23.45,23.75,"280,422"
1097,2019-10-31,21.7,23.9,21.0,22.7,"543,371"
1098,2019-10-30,18.9,21.5,18.4,20.7,"404,567"
1099,2019-10-29,17.65,18.0,17.55,17.95,"35,976"
1100,2019-10-25,17.15,17.55,16.95,17.3,"25,825"
1101,2019-10-24,17.0,17.55,16.95,17.1,"26,210"
1102,2019-10-23,17.15,17.4,17.1,17.3,"86,563"
1103,2019-10-22,17.5,17.85,16.85,17.15,"51,263"
1104,2019-10-18,16.85,17.55,16.85,17.35,"77,635"
1105,2019-10-17,17.1,17.1,16.75,16.95,"26,033"
1106,2019-10-16,17.75,17.75,16.7,16.8,"17,606"
1107,2019-10-15,17.0,17.15,16.15,16.85,"89,992"
1108,2019-10-14,17.0,17.25,17.0,17.1,"33,556"
1109,2019-10-11,17.3,17.5,16.95,17.0,"60,322"
1110,2019-10-10,17.35,17.35,16.95,17.05,"21,134"
1111,2019-10-09,17.8,17.8,15.55,17.35,"74,091"
1112,2019-10-07,17.85,18.05,17.3,17.45,"25,092"
1113,2019-10-04,18.0,18.35,17.7,17.8,"73,380"
1114,2019-10-03,18.0,21.4,16.6,17.85,"92,952"
1115,2019-10-01,18.15,18.35,17.55,17.85,"30,171"
1116,2019-09-30,19.3,19.3,17.65,18.1,"60,294"
1117,2019-09-27,19.95,19.95,19.1,19.2,"34,001"
1118,2019-09-26,19.5,19.75,19.4,19.5,"39,975"
1119,2019-09-25,19.95,19.95,19.5,19.55,"32,095"
1120,2019-09-24,20.2,20.25,19.85,19.95,"25,612"
1121,2019-09-23,20.5,21.05,19.9,20.3,"114,299"
1122,2019-09-20,19.05,20.1,18.9,19.75,"59,528"
1123,2019-09-19,19.65,19.8,19.05,19.15,"33,482"
1124,2019-09-18,19.9,19.9,19.65,19.7,"27,451"
1125,2019-09-17,20.35,20.35,19.65,19.75,"30,917"
1126,2019-09-16,19.55,20.35,19.55,19.8,"20,203"
1127,2019-09-13,20.2,20.2,19.3,19.6,"31,262"
1128,2019-09-12,19.45,20.2,19.45,19.7,"83,921"
1129,2019-09-11,18.8,20.0,18.8,19.5,"121,035"
1130,2019-09-09,18.95,19.2,18.9,19.15,"25,869"
1131,2019-09-06,19.35,19.35,18.9,18.95,"33,003"
1132,2019-09-05,19.0,19.1,18.8,18.95,"41,862"
1133,2019-09-04,18.8,19.25,18.05,18.95,"116,645"
1134,2019-09-03,20.0,20.0,18.25,18.85,"88,454"
1135,2019-08-30,19.3,20.05,18.95,19.75,"90,808"
1136,2019-08-29,19.85,19.85,18.9,19.0,"25,537"
1137,2019-08-28,20.1,20.2,18.0,19.5,"63,791"
1138,2019-08-27,20.2,20.35,20.0,20.05,"98,798"
1139,2019-08-26,20.7,20.7,18.85,19.65,"151,853"
1140,2019-08-23,18.1,18.1,17.45,17.85,"40,615"
1141,2019-08-22,18.7,18.7,17.9,18.1,"155,520"
1142,2019-08-21,19.0,19.15,18.45,18.5,"71,759"
1143,2019-08-20,19.45,19.45,19.15,19.2,"183,907"
1144,2019-08-19,19.0,19.95,19.0,19.45,"60,639"
1145,2019-08-16,18.85,18.85,18.35,18.75,"43,141"
1146,2019-08-14,19.2,19.2,17.85,18.9,"40,036"
1147,2019-08-13,20.15,20.2,19.1,19.2,"63,524"
1148,2019-08-09,20.6,20.6,20.0,20.15,"71,302"
1149,2019-08-08,20.95,20.95,19.65,20.1,"95,647"
1150,2019-08-07,18.5,20.6,18.35,20.05,"408,214"
1151,2019-08-06,17.0,17.6,16.9,17.4,"36,108"
1152,2019-08-05,17.35,17.35,16.8,17.05,"59,019"
1153,2019-08-02,17.5,17.65,17.25,17.55,"31,488"
1154,2019-08-01,17.55,17.7,17.1,17.55,"56,439"
1155,2019-07-31,17.7,17.7,17.35,17.6,"27,540"
1156,2019-07-30,18.1,18.1,17.6,17.7,"37,152"
1157,2019-07-29,18.3,18.3,17.6,18.0,"33,514"
1158,2019-07-26,18.0,18.35,17.8,18.25,"29,704"
1159,2019-07-25,17.6,18.85,17.5,18.0,"81,017"
1160,2019-07-24,18.4,18.4,17.3,17.6,"78,183"
1161,2019-07-23,18.5,18.65,18.35,18.4,"60,455"
1162,2019-07-22,19.0,19.0,18.45,18.55,"75,259"
1163,2019-07-19,19.45,19.55,18.9,19.0,"53,479"
1164,2019-07-18,19.55,19.65,19.45,19.5,"31,098"
1165,2019-07-17,19.65,19.8,19.5,19.6,"71,420"
1166,2019-07-16,19.7,19.85,19.5,19.7,"33,343"
1167,2019-07-15,19.85,19.95,19.6,19.75,"38,228"
1168,2019-07-12,19.85,20.05,19.7,19.85,"34,743"
1169,2019-07-11,20.0,20.0,19.6,19.85,"41,394"
1170,2019-07-10,19.85,20.15,19.8,19.85,"36,948"
1171,2019-07-09,20.0,20.05,19.7,19.85,"60,292"
1172,2019-07-08,21.0,21.0,19.9,20.0,"75,800"
1173,2019-07-05,21.0,21.25,20.7,20.75,"123,638"
1174,2019-07-04,20.85,21.45,20.75,20.85,"104,181"
1175,2019-07-03,20.85,20.95,20.6,20.7,"64,555"
1176,2019-07-02,21.0,21.1,20.3,20.75,"84,179"
1177,2019-07-01,21.0,21.5,20.75,20.8,"76,277"
1178,2019-06-28,20.4,21.7,20.4,20.6,"258,663"
1179,2019-06-27,20.0,20.45,19.95,20.05,"660,075"
1180,2019-06-26,20.4,20.8,19.7,19.8,"117,590"
1181,2019-06-25,20.9,21.0,20.3,20.35,"137,440"
1182,2019-06-24,21.4,21.85,20.85,20.95,"125,132"
1183,2019-06-21,21.5,22.05,21.4,21.5,"67,857"
1184,2019-06-20,22.0,22.05,21.25,21.7,"125,631"
1185,2019-06-19,22.5,22.7,21.85,21.95,"81,778"
1186,2019-06-18,22.75,23.2,22.5,22.6,"92,164"
1187,2019-06-17,22.8,22.9,22.5,22.75,"38,060"
1188,2019-06-14,22.95,23.15,22.65,22.8,"42,253"
1189,2019-06-13,23.25,23.4,22.6,22.95,"110,728"
1190,2019-06-12,23.9,23.9,23.35,23.4,"55,288"
1191,2019-06-11,24.1,24.1,23.75,23.85,"51,699"
1192,2019-06-10,24.65,24.75,24.2,24.25,"47,021"
1193,2019-06-07,24.8,25.0,24.5,24.65,"38,207"
1194,2019-06-06,25.3,25.65,24.5,24.8,"55,758"
1195,2019-06-04,25.0,25.6,24.95,25.3,"105,880"
1196,2019-06-03,24.95,25.45,24.85,25.1,"52,115"
1197,2019-05-31,25.8,28.25,24.9,25.05,"96,532"
1198,2019-05-30,25.4,25.65,25.3,25.55,"41,569"
1199,2019-05-29,26.1,26.35,25.3,25.45,"46,302"
1200,2019-05-28,26.5,26.5,25.95,26.1,"53,385"
1201,2019-05-27,25.75,26.55,25.5,26.05,"106,973"
1202,2019-05-24,25.5,25.95,25.2,25.55,"142,138"
1203,2019-05-23,27.1,27.7,25.1,25.25,"135,829"
1204,2019-05-22,26.75,27.25,26.2,26.45,"66,387"
1205,2019-05-21,27.75,27.75,26.6,26.75,"55,954"
1206,2019-05-20,28.45,28.45,26.5,27.05,"93,220"
1207,2019-05-17,25.45,26.35,25.45,26.1,"46,044"
1208,2019-05-16,26.8,26.8,25.35,25.9,"281,982"
1209,2019-05-15,27.8,28.6,27.5,27.65,"48,643"
1210,2019-05-14,27.9,28.5,27.5,27.75,"85,780"
1211,2019-05-13,28.75,29.0,27.55,27.9,"33,938"
1212,2019-05-10,28.8,29.15,28.7,28.95,"23,483"
1213,2019-05-09,27.85,29.15,27.65,28.55,"28,679"
1214,2019-05-08,29.0,29.15,28.0,28.15,"45,970"
1215,2019-05-07,29.7,29.95,29.05,29.2,"24,625"
1216,2019-05-06,29.75,30.15,29.45,29.55,"30,370"
1217,2019-05-03,31.25,31.45,30.05,30.6,"35,353"
1218,2019-05-02,31.6,31.95,30.9,31.15,"28,781"
1219,2019-04-30,36.0,36.0,31.25,31.6,"45,872"
1220,2019-04-26,33.25,33.6,33.2,33.35,"17,306"
1221,2019-04-25,33.5,34.0,33.1,33.45,"18,058"
1222,2019-04-24,33.55,33.75,33.35,33.65,"12,745"
1223,2019-04-23,33.8,34.0,33.3,33.45,"13,172"
1224,2019-04-22,34.0,34.85,33.6,33.8,"29,960"
1225,2019-04-18,35.0,35.0,33.85,33.95,"72,193"
1226,2019-04-16,34.9,35.15,34.6,34.7,"15,834"
1227,2019-04-15,35.0,35.2,34.8,34.85,"32,049"
1228,2019-04-12,34.45,35.75,33.75,35.0,"63,443"
1229,2019-04-11,34.7,34.7,34.0,34.25,"26,276"
1230,2019-04-10,34.05,35.05,34.05,34.55,"47,788"
1231,2019-04-09,35.0,35.0,33.9,34.65,"57,028"
1232,2019-04-08,34.8,35.45,34.45,34.6,"59,235"
1233,2019-04-05,34.9,35.1,34.75,34.9,"29,531"
1234,2019-04-04,35.2,35.65,34.75,35.2,"62,938"
1236,2019-04-03,36.05,36.5,35.2,35.35,"54,727"
1237,2019-04-02,36.05,36.5,35.4,36.0,"99,749"
1238,2019-04-01,36.5,36.7,36.0,36.05,"131,006"
1239,2019-03-29,35.3,36.95,35.3,36.5,"1,364,057"
1240,2019-03-28,32.05,36.05,32.05,34.7,"242,349"
1241,2019-03-27,32.95,33.1,31.95,32.05,"82,489"
1242,2019-03-26,32.25,32.9,32.25,32.55,"39,959"
1243,2019-03-25,33.5,33.5,31.2,32.1,"59,023"
1244,2019-03-22,34.6,34.95,33.35,33.5,"39,456"
1245,2019-03-20,34.8,35.15,34.3,34.4,"38,222"
1246,2019-03-19,33.85,35.1,33.7,34.8,"109,961"
1247,2019-03-18,34.0,34.1,33.5,33.85,"45,426"
1248,2019-03-15,34.0,34.6,33.7,34.0,"54,434"
1249,2019-03-14,33.95,34.25,33.6,34.0,"31,548"
1250,2019-03-13,34.4,34.75,33.75,33.95,"47,647"
1251,2019-03-12,34.8,35.0,34.0,34.4,"123,185"
1252,2019-03-11,33.0,35.3,33.0,34.1,"192,198"
1253,2019-03-08,31.8,33.9,31.5,33.0,"108,224"
1254,2019-03-07,32.2,32.4,31.6,32.0,"26,606"
1255,2019-03-06,32.05,32.5,31.9,32.25,"76,615"
1256,2019-03-05,32.0,32.6,31.75,32.05,"144,848"
1257,2019-03-01,30.3,32.0,30.3,31.25,"74,287"
1258,2019-02-28,30.25,30.5,30.0,30.2,"18,057"
1259,2019-02-27,31.3,32.45,30.0,30.2,"40,828"
1260,2019-02-26,31.4,31.4,29.95,30.9,"55,936"
1261,2019-02-25,31.8,32.45,31.4,31.7,"47,567"
1262,2019-02-22,31.65,31.95,30.95,31.65,"44,561"
1263,2019-02-21,31.9,33.0,31.25,31.75,"240,612"
1264,2019-02-20,28.8,30.15,28.8,30.0,"225,310"
1265,2019-02-19,28.65,28.95,28.4,28.65,"22,755"
1266,2019-02-18,28.6,28.7,28.15,28.65,"139,198"
1267,2019-02-15,28.8,28.9,28.2,28.65,"28,790"
1268,2019-02-14,28.4,28.85,28.15,28.8,"151,838"
1269,2019-02-13,28.5,28.75,28.2,28.45,"281,617"
1270,2019-02-12,28.4,28.95,28.3,28.45,"185,336"
1271,2019-02-11,29.0,29.0,28.25,28.7,"335,216"
1272,2019-02-08,29.05,29.65,28.8,29.25,"24,586"
1273,2019-02-07,29.35,30.25,29.35,29.65,"37,177"
1274,2019-02-06,29.25,29.6,28.55,29.35,"34,468"
1275,2019-02-05,30.0,30.2,29.0,29.3,"47,506"
1276,2019-02-04,30.8,30.85,29.65,30.2,"35,260"
1277,2019-02-01,31.2,32.0,30.45,30.75,"58,707"
1278,2019-01-31,31.7,31.8,31.0,31.2,"31,231"
1279,2019-01-30,31.4,31.85,31.1,31.35,"26,896"
1280,2019-01-29,31.0,31.4,30.55,31.3,"40,374"
1281,2019-01-28,32.6,32.6,30.85,30.9,"54,436"
1282,2019-01-25,33.5,33.5,32.25,32.55,"36,538"
1283,2019-01-24,32.55,32.75,32.25,32.4,"17,835"
1284,2019-01-23,32.35,32.75,32.0,32.55,"25,539"
1285,2019-01-22,32.05,32.55,31.85,32.3,"36,834"
1286,2019-01-21,35.0,35.0,31.5,32.0,"99,740"
1287,2019-01-18,35.35,35.8,34.85,35.0,"34,874"
1288,2019-01-17,35.6,35.95,35.35,35.5,"31,040"
1289,2019-01-16,36.15,36.8,35.5,35.65,"50,919"
1290,2019-01-15,36.0,36.45,35.9,36.05,"149,560"
1291,2019-01-14,36.2,36.3,35.9,36.0,"91,096"
1292,2019-01-11,36.0,36.45,35.95,36.3,"54,063"
1293,2019-01-10,37.4,37.4,35.8,35.95,"321,558"
1294,2019-01-09,35.95,37.2,35.6,36.95,"133,242"
1295,2019-01-08,35.4,36.0,35.2,35.85,"85,060"
1296,2019-01-07,35.95,36.55,35.2,35.45,"79,293"
1297,2019-01-04,36.5,36.95,35.7,35.85,"117,006"
1298,2019-01-03,37.5,37.5,36.5,36.95,"62,217"
1299,2019-01-02,37.35,38.0,36.0,37.1,"200,878"
1300,2019-01-01,37.0,37.5,37.0,37.2,"83,075"
1301,2018-12-31,36.15,37.1,36.15,36.7,"346,853"
1302,2018-12-28,36.65,37.95,36.0,36.05,"418,222"
1303,2018-12-27,35.3,37.55,34.6,36.4,"930,177"
1304,2018-12-26,35.0,35.0,32.85,34.15,"631,460"
1305,2018-12-24,35.6,36.4,35.0,35.2,"281,281"
1306,2018-12-21,35.1,36.0,34.6,35.55,"170,760"
1307,2018-12-20,33.1,35.8,32.8,34.35,"327,774"
1308,2018-12-19,31.45,33.4,31.0,33.1,"118,078"
1309,2018-12-18,30.95,31.45,30.85,31.35,"41,201"
1310,2018-12-17,30.55,31.2,30.55,30.9,"61,432"
1311,2018-12-14,30.2,30.85,30.2,30.5,"28,684"
1312,2018-12-13,30.15,31.35,30.0,30.15,"60,542"
1313,2018-12-12,29.05,30.1,29.05,30.0,"53,780"
1314,2018-12-11,27.6,28.85,27.45,28.65,"34,946"
1315,2018-12-10,28.0,28.4,27.65,28.15,"28,371"
1316,2018-12-07,28.5,28.5,28.0,28.35,"224,814"
1317,2018-12-06,28.95,28.95,28.1,28.4,"46,016"
